#X,VehDyn_Parameters->yaw.angle_Angle(abs),VehDyn_Parameters->vehicle.x_Displacement(abs),VehDyn_Parameters->vehicle.y_Displacement(abs)
#Time(sec),Angle(degrees)_Real,Length(mm)_Real,Length(mm)_Real
1.012000E+01,-188.931488,-130356.578125,36032.402344
1.013000E+01,-188.930450,-130495.679688,36054.296875
1.014000E+01,-188.929535,-130634.812500,36076.191406
1.015000E+01,-188.928647,-130773.968750,36098.082031
1.016000E+01,-188.927650,-130913.156250,36119.964844
1.017000E+01,-188.926461,-131052.359375,36141.843750
1.018000E+01,-188.925000,-131191.578125,36163.722656
1.019000E+01,-188.923278,-131330.796875,36185.601563
1.020000E+01,-188.921339,-131470.046875,36207.484375
1.021000E+01,-188.919276,-131609.296875,36229.371094
1.022000E+01,-188.917227,-131748.593750,36251.265625
1.023000E+01,-188.915314,-131887.921875,36273.164063
1.024000E+01,-188.913620,-132027.281250,36295.070313
1.025000E+01,-188.912172,-132166.687500,36316.976563
1.026000E+01,-188.910998,-132306.140625,36338.882813
1.027000E+01,-188.910000,-132445.625000,36360.789063
1.028000E+01,-188.909099,-132585.140625,36382.687500
1.029000E+01,-188.908156,-132724.671875,36404.582031
1.030000E+01,-188.907077,-132864.234375,36426.476563
1.031000E+01,-188.905779,-133003.812500,36448.363281
1.032000E+01,-188.904195,-133143.390625,36470.250000
1.033000E+01,-188.902378,-133283.000000,36492.136719
1.034000E+01,-188.900384,-133422.609375,36514.027344
1.035000E+01,-188.898321,-133562.265625,36535.925781
1.036000E+01,-188.896313,-133701.937500,36557.832031
1.037000E+01,-188.894482,-133841.640625,36579.738281
1.038000E+01,-188.892884,-133981.390625,36601.652344
1.039000E+01,-188.891559,-134121.187500,36623.570313
1.040000E+01,-188.890452,-134261.031250,36645.484375
1.041000E+01,-188.889496,-134400.890625,36667.394531
1.042000E+01,-188.888567,-134540.781250,36689.300781
1.043000E+01,-188.887570,-134680.703125,36711.199219
1.044000E+01,-188.886395,-134820.640625,36733.097656
1.045000E+01,-188.884961,-134960.578125,36754.992188
1.046000E+01,-188.883267,-135100.546875,36776.886719
1.047000E+01,-188.881341,-135240.515625,36798.781250
1.048000E+01,-188.879306,-135380.515625,36820.683594
1.049000E+01,-188.877257,-135520.546875,36842.593750
1.050000E+01,-188.875330,-135660.593750,36864.507813
1.051000E+01,-188.873596,-135800.703125,36886.425781
1.052000E+01,-188.872120,-135940.843750,36908.347656
1.053000E+01,-188.870891,-136081.015625,36930.269531
1.054000E+01,-188.869853,-136221.234375,36952.191406
1.055000E+01,-188.868910,-136361.484375,36974.105469
1.056000E+01,-188.867954,-136501.750000,36996.019531
1.057000E+01,-188.866861,-136642.046875,37017.921875
1.058000E+01,-188.865550,-136782.359375,37039.824219
1.059000E+01,-188.863992,-136922.671875,37061.726563
1.060000E+01,-188.862175,-137063.000000,37083.628906
1.061000E+01,-188.860195,-137203.359375,37105.535156
1.062000E+01,-188.858132,-137343.734375,37127.445313
1.063000E+01,-188.856124,-137484.140625,37149.363281
1.064000E+01,-188.854280,-137624.593750,37171.289063
1.065000E+01,-188.852668,-137765.078125,37193.214844
1.066000E+01,-188.851315,-137905.609375,37215.144531
1.067000E+01,-188.850182,-138046.171875,37237.074219
1.068000E+01,-188.849184,-138186.781250,37259.000000
1.069000E+01,-188.848242,-138327.406250,37280.921875
1.070000E+01,-188.847217,-138468.046875,37302.835938
1.071000E+01,-188.846015,-138608.703125,37324.746094
1.072000E+01,-188.844567,-138749.390625,37346.652344
1.073000E+01,-188.842873,-138890.078125,37368.558594
1.074000E+01,-188.840961,-139030.781250,37390.468750
1.075000E+01,-188.838925,-139171.515625,37412.382813
1.076000E+01,-188.836876,-139312.281250,37434.304688
1.077000E+01,-188.834950,-139453.078125,37456.234375
1.078000E+01,-188.833229,-139593.906250,37478.167969
1.079000E+01,-188.831740,-139734.781250,37500.101563
1.080000E+01,-188.830511,-139875.703125,37522.039063
1.081000E+01,-188.829459,-140016.656250,37543.972656
1.082000E+01,-188.828489,-140157.640625,37565.902344
1.083000E+01,-188.827505,-140298.640625,37587.828125
1.084000E+01,-188.826385,-140439.656250,37609.746094
1.085000E+01,-188.825047,-140580.703125,37631.660156
1.086000E+01,-188.823448,-140721.750000,37653.574219
1.087000E+01,-188.821618,-140862.812500,37675.488281
1.088000E+01,-188.819623,-141003.906250,37697.406250
1.089000E+01,-188.817574,-141145.015625,37719.332031
1.090000E+01,-188.815580,-141286.171875,37741.261719
1.091000E+01,-188.813749,-141427.359375,37763.199219
1.092000E+01,-188.812151,-141568.593750,37785.144531
1.093000E+01,-188.810812,-141709.859375,37807.085938
1.094000E+01,-188.809665,-141851.171875,37829.027344
1.095000E+01,-188.808668,-141992.515625,37850.968750
1.096000E+01,-188.807684,-142133.875000,37872.898438
1.097000E+01,-188.806632,-142275.250000,37894.828125
1.098000E+01,-188.805376,-142416.640625,37916.750000
1.099000E+01,-188.803900,-142558.062500,37938.667969
1.100000E+01,-188.802165,-142699.484375,37960.589844
1.101000E+01,-188.800226,-142840.937500,37982.511719
1.102000E+01,-188.798190,-142982.406250,38004.441406
1.103000E+01,-188.796155,-143123.906250,38026.375000
1.104000E+01,-188.794256,-143265.453125,38048.316406
1.105000E+01,-188.792562,-143407.031250,38070.265625
1.106000E+01,-188.791101,-143548.656250,38092.214844
1.107000E+01,-188.789871,-143690.328125,38114.164063
1.108000E+01,-188.788806,-143832.015625,38136.109375
1.109000E+01,-188.787808,-143973.734375,38158.050781
1.110000E+01,-188.786784,-144115.468750,38179.984375
1.111000E+01,-188.785595,-144257.234375,38201.914063
1.112000E+01,-188.784202,-144399.000000,38223.839844
1.113000E+01,-188.782563,-144540.781250,38245.765625
1.114000E+01,-188.780691,-144682.578125,38267.691406
1.115000E+01,-188.778683,-144824.406250,38289.621094
1.116000E+01,-188.776648,-144966.265625,38311.562500
1.117000E+01,-188.774681,-145108.171875,38333.503906
1.118000E+01,-188.772891,-145250.109375,38355.457031
1.119000E+01,-188.771348,-145392.078125,38377.410156
1.120000E+01,-188.770023,-145534.093750,38399.367188
1.121000E+01,-188.768902,-145676.140625,38421.320313
1.122000E+01,-188.767878,-145818.218750,38443.269531
1.123000E+01,-188.766867,-145960.312500,38465.210938
1.124000E+01,-188.765733,-146102.421875,38487.144531
1.125000E+01,-188.764422,-146244.546875,38509.078125
1.126000E+01,-188.762865,-146386.687500,38531.007813
1.127000E+01,-188.761061,-146528.859375,38552.937500
1.128000E+01,-188.759108,-146671.031250,38574.871094
1.129000E+01,-188.757059,-146813.250000,38596.812500
1.130000E+01,-188.755064,-146955.500000,38618.761719
1.131000E+01,-188.753207,-147097.796875,38640.714844
1.132000E+01,-188.751567,-147240.125000,38662.675781
1.133000E+01,-188.750160,-147382.484375,38684.632813
1.134000E+01,-188.748958,-147524.890625,38706.593750
1.135000E+01,-188.747906,-147667.312500,38728.546875
1.136000E+01,-188.746882,-147809.765625,38750.496094
1.137000E+01,-188.745803,-147952.250000,38772.441406
1.138000E+01,-188.744546,-148094.734375,38794.378906
1.139000E+01,-188.743057,-148237.218750,38816.312500
1.140000E+01,-188.741336,-148379.750000,38838.246094
1.141000E+01,-188.739410,-148522.281250,38860.183594
1.142000E+01,-188.737388,-148664.843750,38882.128906
1.143000E+01,-188.735366,-148807.453125,38904.078125
1.144000E+01,-188.733454,-148950.093750,38926.035156
1.145000E+01,-188.731733,-149092.781250,38947.996094
1.146000E+01,-188.730257,-149235.500000,38969.960938
1.147000E+01,-188.728987,-149378.265625,38991.925781
1.148000E+01,-188.727880,-149521.046875,39013.886719
1.149000E+01,-188.726842,-149663.859375,39035.843750
1.150000E+01,-188.725777,-149806.671875,39057.792969
1.151000E+01,-188.724561,-149949.515625,39079.734375
1.152000E+01,-188.723154,-150092.375000,39101.671875
1.153000E+01,-188.721487,-150235.250000,39123.609375
1.154000E+01,-188.719616,-150378.140625,39145.550781
1.155000E+01,-188.717608,-150521.062500,39167.496094
1.156000E+01,-188.715572,-150664.031250,39189.449219
1.157000E+01,-188.713619,-150807.015625,39211.410156
1.158000E+01,-188.711843,-150950.062500,39233.375000
1.159000E+01,-188.710286,-151093.140625,39255.343750
1.160000E+01,-188.708947,-151236.250000,39277.312500
1.161000E+01,-188.707800,-151379.390625,39299.277344
1.162000E+01,-188.706734,-151522.546875,39321.238281
1.163000E+01,-188.705682,-151665.734375,39343.191406
1.164000E+01,-188.704507,-151808.937500,39365.140625
1.165000E+01,-188.703141,-151952.140625,39387.085938
1.166000E+01,-188.701543,-152095.375000,39409.023438
1.167000E+01,-188.699713,-152238.625000,39430.968750
1.168000E+01,-188.697745,-152381.906250,39452.914063
1.169000E+01,-188.695710,-152525.203125,39474.867188
1.170000E+01,-188.693729,-152668.562500,39496.832031
1.171000E+01,-188.691899,-152811.937500,39518.796875
1.172000E+01,-188.690273,-152955.375000,39540.769531
1.173000E+01,-188.688880,-153098.828125,39562.742188
1.174000E+01,-188.687664,-153242.328125,39584.710938
1.175000E+01,-188.686585,-153385.843750,39606.675781
1.176000E+01,-188.685519,-153529.375000,39628.636719
1.177000E+01,-188.684372,-153672.921875,39650.585938
1.178000E+01,-188.683047,-153816.484375,39672.535156
1.179000E+01,-188.681503,-153960.062500,39694.476563
1.180000E+01,-188.679727,-154103.671875,39716.421875
1.181000E+01,-188.677774,-154247.296875,39738.371094
1.182000E+01,-188.675752,-154390.953125,39760.324219
1.183000E+01,-188.673758,-154534.656250,39782.285156
1.184000E+01,-188.671886,-154678.390625,39804.257813
1.185000E+01,-188.670206,-154822.171875,39826.230469
1.186000E+01,-188.668745,-154965.984375,39848.203125
1.187000E+01,-188.667501,-155109.828125,39870.179688
1.188000E+01,-188.666381,-155253.687500,39892.148438
1.189000E+01,-188.665316,-155397.578125,39914.109375
1.190000E+01,-188.664182,-155541.468750,39936.062500
1.191000E+01,-188.662898,-155685.390625,39958.011719
1.192000E+01,-188.661395,-155829.328125,39979.957031
1.193000E+01,-188.659647,-155973.281250,40001.906250
1.194000E+01,-188.657734,-156117.250000,40023.855469
1.195000E+01,-188.655713,-156261.265625,40045.808594
1.196000E+01,-188.653691,-156405.312500,40067.773438
1.197000E+01,-188.651792,-156549.406250,40089.742188
1.198000E+01,-188.650071,-156693.531250,40111.718750
1.199000E+01,-188.648554,-156837.703125,40133.695313
1.200000E+01,-188.647257,-156981.890625,40155.671875
1.201000E+01,-188.646109,-157126.109375,40177.644531
1.202000E+01,-188.645016,-157270.359375,40199.609375
1.203000E+01,-188.643896,-157414.609375,40221.566406
1.204000E+01,-188.642626,-157558.875000,40243.519531
1.205000E+01,-188.641151,-157703.156250,40265.468750
1.206000E+01,-188.639457,-157847.468750,40287.414063
1.207000E+01,-188.637558,-157991.796875,40309.367188
1.208000E+01,-188.635563,-158136.156250,40331.324219
1.209000E+01,-188.633542,-158280.562500,40353.285156
1.210000E+01,-188.631602,-158425.015625,40375.257813
1.211000E+01,-188.629840,-158569.484375,40397.234375
1.212000E+01,-188.628282,-158714.015625,40419.214844
1.213000E+01,-188.626930,-158858.562500,40441.191406
1.214000E+01,-188.625742,-159003.125000,40463.167969
1.215000E+01,-188.624649,-159147.718750,40485.136719
1.216000E+01,-188.623529,-159292.328125,40507.093750
1.217000E+01,-188.622286,-159436.937500,40529.050781
1.218000E+01,-188.620838,-159581.578125,40551.000000
1.219000E+01,-188.619171,-159726.234375,40572.945313
1.220000E+01,-188.617300,-159870.921875,40594.898438
1.221000E+01,-188.615305,-160015.640625,40616.855469
1.222000E+01,-188.613283,-160160.390625,40638.820313
1.223000E+01,-188.611316,-160305.187500,40660.789063
1.224000E+01,-188.609527,-160450.015625,40682.769531
1.225000E+01,-188.607929,-160594.890625,40704.750000
1.226000E+01,-188.606535,-160739.781250,40726.726563
1.227000E+01,-188.605319,-160884.703125,40748.703125
1.228000E+01,-188.604199,-161029.656250,40770.675781
1.229000E+01,-188.603079,-161174.609375,40792.636719
1.230000E+01,-188.601850,-161319.578125,40814.589844
1.231000E+01,-188.600429,-161464.562500,40836.542969
1.232000E+01,-188.598790,-161609.562500,40858.488281
1.233000E+01,-188.596946,-161754.609375,40880.441406
1.234000E+01,-188.594965,-161899.671875,40902.398438
1.235000E+01,-188.592929,-162044.781250,40924.363281
1.236000E+01,-188.590962,-162189.921875,40946.332031
1.237000E+01,-188.589132,-162335.109375,40968.312500
1.238000E+01,-188.587506,-162480.328125,40990.292969
1.239000E+01,-188.586086,-162625.578125,41012.273438
1.240000E+01,-188.584842,-162770.859375,41034.250000
1.241000E+01,-188.583709,-162916.140625,41056.222656
1.242000E+01,-188.582588,-163061.453125,41078.183594
1.243000E+01,-188.581359,-163206.781250,41100.140625
1.244000E+01,-188.579966,-163352.109375,41122.089844
1.245000E+01,-188.578340,-163497.468750,41144.039063
1.246000E+01,-188.576523,-163642.859375,41165.992188
1.247000E+01,-188.574543,-163788.281250,41187.949219
1.248000E+01,-188.572507,-163933.734375,41209.910156
1.249000E+01,-188.570526,-164079.234375,41231.882813
1.250000E+01,-188.568682,-164224.765625,41253.863281
1.251000E+01,-188.567029,-164370.343750,41275.843750
1.252000E+01,-188.565581,-164515.953125,41297.824219
1.253000E+01,-188.564325,-164661.578125,41319.800781
1.254000E+01,-188.563163,-164807.218750,41341.773438
1.255000E+01,-188.562030,-164952.875000,41363.738281
1.256000E+01,-188.560814,-165098.546875,41385.691406
1.257000E+01,-188.559434,-165244.234375,41407.644531
1.258000E+01,-188.557822,-165389.953125,41429.593750
1.259000E+01,-188.556005,-165535.687500,41451.542969
1.260000E+01,-188.554025,-165681.453125,41473.500000
1.261000E+01,-188.552003,-165827.265625,41495.464844
1.262000E+01,-188.550008,-165973.125000,41517.433594
1.263000E+01,-188.548137,-166119.015625,41539.414063
1.264000E+01,-188.546457,-166264.953125,41561.394531
1.265000E+01,-188.544995,-166410.906250,41583.375000
1.266000E+01,-188.543697,-166556.875000,41605.355469
1.267000E+01,-188.542495,-166702.859375,41627.324219
1.268000E+01,-188.541334,-166848.843750,41649.281250
1.269000E+01,-188.540091,-166994.828125,41671.230469
1.270000E+01,-188.538725,-167140.812500,41693.171875
1.271000E+01,-188.537140,-167286.796875,41715.109375
1.272000E+01,-188.535378,-167432.796875,41737.046875
1.273000E+01,-188.533466,-167578.812500,41758.984375
1.274000E+01,-188.531485,-167724.859375,41780.929688
1.275000E+01,-188.529532,-167870.921875,41802.882813
1.276000E+01,-188.527674,-168017.015625,41824.835938
1.277000E+01,-188.525980,-168163.125000,41846.789063
1.278000E+01,-188.524477,-168309.234375,41868.742188
1.279000E+01,-188.523152,-168455.375000,41890.691406
1.280000E+01,-188.521950,-168601.500000,41912.628906
1.281000E+01,-188.520775,-168747.625000,41934.554688
1.282000E+01,-188.519532,-168893.734375,41956.468750
1.283000E+01,-188.518166,-169039.859375,41978.378906
1.284000E+01,-188.516595,-169185.984375,42000.281250
1.285000E+01,-188.514819,-169332.109375,42022.187500
1.286000E+01,-188.512907,-169478.281250,42044.093750
1.287000E+01,-188.510926,-169624.468750,42066.007813
1.288000E+01,-188.508959,-169770.687500,42087.929688
1.289000E+01,-188.507088,-169916.921875,42109.851563
1.290000E+01,-188.505366,-170063.171875,42131.773438
1.291000E+01,-188.503836,-170209.437500,42153.695313
1.292000E+01,-188.502498,-170355.703125,42175.609375
1.293000E+01,-188.501282,-170501.984375,42197.515625
1.294000E+01,-188.500093,-170648.250000,42219.410156
1.295000E+01,-188.498837,-170794.500000,42241.292969
1.296000E+01,-188.497457,-170940.765625,42263.167969
1.297000E+01,-188.495886,-171087.031250,42285.039063
1.298000E+01,-188.494110,-171233.296875,42306.910156
1.299000E+01,-188.492198,-171379.609375,42328.785156
1.300000E+01,-188.490217,-171525.937500,42350.667969
1.301000E+01,-188.488236,-171672.281250,42372.550781
1.302000E+01,-188.486365,-171818.656250,42394.441406
1.303000E+01,-188.484644,-171965.046875,42416.332031
1.304000E+01,-188.483100,-172111.453125,42438.218750
1.305000E+01,-188.481748,-172257.859375,42460.101563
1.306000E+01,-188.480532,-172404.250000,42481.968750
1.307000E+01,-188.479330,-172550.656250,42503.828125
1.308000E+01,-188.478073,-172697.046875,42525.679688
1.309000E+01,-188.476693,-172843.437500,42547.519531
1.310000E+01,-188.475122,-172989.828125,42569.355469
1.311000E+01,-188.473360,-173136.250000,42591.195313
1.312000E+01,-188.471434,-173282.687500,42613.035156
1.313000E+01,-188.469453,-173429.156250,42634.882813
1.314000E+01,-188.467472,-173575.640625,42656.734375
1.315000E+01,-188.465587,-173722.140625,42678.589844
1.316000E+01,-188.463852,-173868.671875,42700.449219
1.317000E+01,-188.462309,-174015.203125,42722.300781
1.318000E+01,-188.460956,-174161.734375,42744.144531
1.319000E+01,-188.459741,-174308.265625,42765.980469
1.320000E+01,-188.458525,-174454.796875,42787.804688
1.321000E+01,-188.457268,-174601.328125,42809.621094
1.322000E+01,-188.455875,-174747.843750,42831.425781
1.323000E+01,-188.454304,-174894.375000,42853.230469
1.324000E+01,-188.452528,-175040.937500,42875.031250
1.325000E+01,-188.450616,-175187.515625,42896.839844
1.326000E+01,-188.448621,-175334.109375,42918.652344
1.327000E+01,-188.446640,-175480.734375,42940.472656
1.328000E+01,-188.444755,-175627.375000,42962.292969
1.329000E+01,-188.443007,-175774.046875,42984.117188
1.330000E+01,-188.441463,-175920.703125,43005.933594
1.331000E+01,-188.440111,-176067.375000,43027.746094
1.332000E+01,-188.438881,-176214.031250,43049.546875
1.333000E+01,-188.437666,-176360.703125,43071.335938
1.334000E+01,-188.436395,-176507.359375,43093.117188
1.335000E+01,-188.435002,-176654.015625,43114.886719
1.336000E+01,-188.433431,-176800.687500,43136.656250
1.337000E+01,-188.431655,-176947.375000,43158.425781
1.338000E+01,-188.429729,-177094.093750,43180.199219
1.339000E+01,-188.427734,-177240.828125,43201.980469
1.340000E+01,-188.425754,-177387.593750,43223.765625
1.341000E+01,-188.423869,-177534.375000,43245.550781
1.342000E+01,-188.422120,-177681.171875,43267.339844
1.343000E+01,-188.420563,-177827.953125,43289.121094
1.344000E+01,-188.419210,-177974.750000,43310.894531
1.345000E+01,-188.417981,-178121.546875,43332.660156
1.346000E+01,-188.416752,-178268.328125,43354.414063
1.347000E+01,-188.415481,-178415.109375,43376.156250
1.348000E+01,-188.414088,-178561.906250,43397.894531
1.349000E+01,-188.412489,-178708.703125,43419.625000
1.350000E+01,-188.410714,-178855.515625,43441.359375
1.351000E+01,-188.408788,-179002.359375,43463.097656
1.352000E+01,-188.406793,-179149.234375,43484.843750
1.353000E+01,-188.404812,-179296.125000,43506.593750
1.354000E+01,-188.402914,-179443.031250,43528.343750
1.355000E+01,-188.401165,-179589.937500,43550.093750
1.356000E+01,-188.399608,-179736.859375,43571.839844
1.357000E+01,-188.398269,-179883.765625,43593.578125
1.358000E+01,-188.397026,-180030.687500,43615.304688
1.359000E+01,-188.395783,-180177.593750,43637.023438
1.360000E+01,-188.394512,-180324.500000,43658.726563
1.361000E+01,-188.393119,-180471.406250,43680.425781
1.362000E+01,-188.391507,-180618.328125,43702.121094
1.363000E+01,-188.389718,-180765.281250,43723.820313
1.364000E+01,-188.387792,-180912.250000,43745.523438
1.365000E+01,-188.385770,-181059.250000,43767.230469
1.366000E+01,-188.383748,-181206.281250,43788.945313
1.367000E+01,-188.381849,-181353.328125,43810.667969
1.368000E+01,-188.380142,-181500.421875,43832.390625
1.369000E+01,-188.378625,-181647.531250,43854.109375
1.370000E+01,-188.377300,-181794.640625,43875.820313
1.371000E+01,-188.376112,-181941.765625,43897.523438
1.372000E+01,-188.374923,-182088.906250,43919.218750
1.373000E+01,-188.373667,-182236.062500,43940.906250
1.374000E+01,-188.372232,-182383.250000,43962.589844
1.375000E+01,-188.370593,-182530.468750,43984.273438
1.376000E+01,-188.368749,-182677.718750,44005.960938
1.377000E+01,-188.366768,-182825.015625,44027.656250
1.378000E+01,-188.364719,-182972.359375,44049.363281
1.379000E+01,-188.362711,-183119.734375,44071.074219
1.380000E+01,-188.360826,-183267.140625,44092.792969
1.381000E+01,-188.359132,-183414.578125,44114.511719
1.382000E+01,-188.357643,-183562.031250,44136.226563
1.383000E+01,-188.356332,-183709.500000,44157.937500
1.384000E+01,-188.355143,-183856.968750,44179.636719
1.385000E+01,-188.353982,-184004.453125,44201.328125
1.386000E+01,-188.352712,-184151.968750,44223.011719
1.387000E+01,-188.351264,-184299.500000,44244.691406
1.388000E+01,-188.349611,-184447.062500,44266.371094
1.389000E+01,-188.347739,-184594.671875,44288.058594
1.390000E+01,-188.345745,-184742.328125,44309.750000
1.391000E+01,-188.343696,-184890.015625,44331.453125
1.392000E+01,-188.341674,-185037.750000,44353.164063
1.393000E+01,-188.339803,-185185.515625,44374.878906
1.394000E+01,-188.338122,-185333.296875,44396.593750
1.395000E+01,-188.336661,-185481.093750,44418.304688
1.396000E+01,-188.335377,-185628.906250,44440.011719
1.397000E+01,-188.334188,-185776.734375,44461.703125
1.398000E+01,-188.333013,-185924.562500,44483.390625
1.399000E+01,-188.331729,-186072.421875,44505.070313
1.400000E+01,-188.330254,-186220.312500,44526.746094
1.401000E+01,-188.328560,-186368.234375,44548.421875
1.402000E+01,-188.326675,-186516.187500,44570.105469
1.403000E+01,-188.324653,-186664.203125,44591.800781
1.404000E+01,-188.322591,-186812.250000,44613.500000
1.405000E+01,-188.320582,-186960.343750,44635.207031
1.406000E+01,-188.318725,-187108.453125,44656.917969
1.407000E+01,-188.317058,-187256.578125,44678.628906
1.408000E+01,-188.315624,-187404.734375,44700.335938
1.409000E+01,-188.314353,-187552.875000,44722.035156
1.410000E+01,-188.313179,-187701.046875,44743.722656
1.411000E+01,-188.311990,-187849.234375,44765.402344
1.412000E+01,-188.310679,-187997.437500,44787.078125
1.413000E+01,-188.309176,-188145.671875,44808.750000
1.414000E+01,-188.307441,-188293.937500,44830.421875
1.415000E+01,-188.305529,-188442.265625,44852.105469
1.416000E+01,-188.303493,-188590.625000,44873.792969
1.417000E+01,-188.301417,-188739.015625,44895.492188
1.418000E+01,-188.299423,-188887.453125,44917.195313
1.419000E+01,-188.297592,-189035.921875,44938.902344
1.420000E+01,-188.295966,-189184.390625,44960.609375
1.421000E+01,-188.294546,-189332.875000,44982.308594
1.422000E+01,-188.293303,-189481.375000,45004.000000
1.423000E+01,-188.292142,-189629.890625,45025.679688
1.424000E+01,-188.290939,-189778.406250,45047.355469
1.425000E+01,-188.289587,-189926.968750,45069.023438
1.426000E+01,-188.288030,-190075.546875,45090.687500
1.427000E+01,-188.286254,-190224.171875,45112.359375
1.428000E+01,-188.284300,-190372.843750,45134.035156
1.429000E+01,-188.282238,-190521.562500,45155.722656
1.430000E+01,-188.280148,-190670.312500,45177.417969
1.431000E+01,-188.278181,-190819.093750,45199.117188
1.432000E+01,-188.276377,-190967.906250,45220.820313
1.433000E+01,-188.274807,-191116.718750,45242.519531
1.434000E+01,-188.273427,-191265.546875,45264.214844
1.435000E+01,-188.272211,-191414.390625,45285.898438
1.436000E+01,-188.271050,-191563.250000,45307.570313
1.437000E+01,-188.269820,-191712.125000,45329.238281
1.438000E+01,-188.268441,-191861.031250,45350.902344
1.439000E+01,-188.266829,-192009.968750,45372.562500
1.440000E+01,-188.265012,-192158.953125,45394.230469
1.441000E+01,-188.263018,-192307.968750,45415.906250
1.442000E+01,-188.260941,-192457.046875,45437.589844
1.443000E+01,-188.258865,-192606.156250,45459.281250
1.444000E+01,-188.256911,-192755.296875,45480.980469
1.445000E+01,-188.255136,-192904.453125,45502.675781
1.446000E+01,-188.253592,-193053.609375,45524.371094
1.447000E+01,-188.252253,-193202.781250,45546.054688
1.448000E+01,-188.251051,-193351.968750,45567.730469
1.449000E+01,-188.249876,-193501.171875,45589.398438
1.450000E+01,-188.248620,-193650.390625,45611.058594
1.451000E+01,-188.247185,-193799.640625,45632.714844
1.452000E+01,-188.245519,-193948.937500,45654.371094
1.453000E+01,-188.243647,-194098.265625,45676.035156
1.454000E+01,-188.241612,-194247.656250,45697.707031
1.455000E+01,-188.239508,-194397.078125,45719.386719
1.456000E+01,-188.237445,-194546.531250,45741.074219
1.457000E+01,-188.235519,-194696.015625,45762.769531
1.458000E+01,-188.233784,-194845.515625,45784.457031
1.459000E+01,-188.232295,-194995.015625,45806.144531
1.460000E+01,-188.230998,-195144.531250,45827.820313
1.461000E+01,-188.229823,-195294.062500,45849.488281
1.462000E+01,-188.228648,-195443.593750,45871.144531
1.463000E+01,-188.227350,-195593.171875,45892.796875
1.464000E+01,-188.225848,-195742.781250,45914.449219
1.465000E+01,-188.224127,-195892.421875,45936.101563
1.466000E+01,-188.222187,-196042.125000,45957.761719
1.467000E+01,-188.220110,-196191.859375,45979.429688
1.468000E+01,-188.217979,-196341.640625,46001.109375
1.469000E+01,-188.215930,-196491.437500,46022.792969
1.470000E+01,-188.214045,-196641.265625,46044.480469
1.471000E+01,-188.212392,-196791.109375,46066.164063
1.472000E+01,-188.210958,-196940.968750,46087.839844
1.473000E+01,-188.209701,-197090.828125,46109.507813
1.474000E+01,-188.208540,-197240.687500,46131.164063
1.475000E+01,-188.207338,-197390.578125,46152.812500
1.476000E+01,-188.205986,-197540.500000,46174.457031
1.477000E+01,-188.204401,-197690.468750,46196.101563
1.478000E+01,-188.202611,-197840.468750,46217.750000
1.479000E+01,-188.200617,-197990.531250,46239.410156
1.480000E+01,-188.198500,-198140.625000,46261.074219
1.481000E+01,-188.196382,-198290.750000,46282.750000
1.482000E+01,-188.194374,-198440.906250,46304.429688
1.483000E+01,-188.192544,-198591.078125,46326.109375
1.484000E+01,-188.190959,-198741.265625,46347.781250
1.485000E+01,-188.189593,-198891.453125,46369.449219
1.486000E+01,-188.188391,-199041.656250,46391.105469
1.487000E+01,-188.187230,-199191.875000,46412.753906
1.488000E+01,-188.185987,-199342.109375,46434.394531
1.489000E+01,-188.184580,-199492.390625,46456.031250
1.490000E+01,-188.182927,-199642.703125,46477.671875
1.491000E+01,-188.181042,-199793.062500,46499.316406
1.492000E+01,-188.178979,-199943.484375,46520.968750
1.493000E+01,-188.176834,-200093.921875,46542.632813
1.494000E+01,-188.174717,-200244.406250,46564.300781
1.495000E+01,-188.172750,-200394.906250,46585.976563
1.496000E+01,-188.170988,-200545.421875,46607.644531
1.497000E+01,-188.169471,-200695.953125,46629.312500
1.498000E+01,-188.168174,-200846.468750,46650.964844
1.499000E+01,-188.166999,-200997.015625,46672.613281
1.500000E+01,-188.165824,-201147.562500,46694.250000
1.501000E+01,-188.164540,-201298.156250,46715.878906
1.502000E+01,-188.163037,-201448.781250,46737.507813
1.503000E+01,-188.161289,-201599.453125,46759.140625
1.504000E+01,-188.159308,-201750.171875,46780.781250
1.505000E+01,-188.157191,-201900.937500,46802.433594
1.506000E+01,-188.155032,-202051.734375,46824.089844
1.507000E+01,-188.152942,-202202.562500,46845.753906
1.508000E+01,-188.151030,-202353.406250,46867.421875
1.509000E+01,-188.149363,-202504.250000,46889.082031
1.510000E+01,-188.147943,-202655.109375,46910.734375
1.511000E+01,-188.146699,-202805.968750,46932.378906
1.512000E+01,-188.145552,-202956.843750,46954.011719
1.513000E+01,-188.144336,-203107.750000,46975.636719
1.514000E+01,-188.142970,-203258.687500,46997.257813
1.515000E+01,-188.141372,-203409.671875,47018.882813
1.516000E+01,-188.139514,-203560.703125,47040.507813
1.517000E+01,-188.137465,-203711.781250,47062.144531
1.518000E+01,-188.135293,-203862.890625,47083.792969
1.519000E+01,-188.133135,-204014.031250,47105.445313
1.520000E+01,-188.131099,-204165.203125,47127.101563
1.521000E+01,-188.129283,-204316.390625,47148.757813
1.522000E+01,-188.127725,-204467.578125,47170.406250
1.523000E+01,-188.126386,-204618.765625,47192.046875
1.524000E+01,-188.125198,-204769.968750,47213.679688
1.525000E+01,-188.124037,-204921.187500,47235.300781
