#X,Tire_fl->fzcp_Force(abs),Tire_fl->fycp_Force(abs),Tire_fl->fxcp_Force(abs),Tire_rr->fzcp_Force(abs),Tire_rr->fycp_Force(abs),Tire_rr->fxcp_Force(abs),Tire_fr->fzcp_Force(abs),Tire_fr->fycp_Force(abs),Tire_fr->fxcp_Force(abs),Tire_rl->fzcp_Force(abs),Tire_rl->fycp_Force(abs),Tire_rl->fxcp_Force(abs)
#Time(sec),Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real
1.491000E+01,3529.227051,-71.235146,-83.290993,4113.287109,-54.904331,283.334686,3654.306396,20.812140,-8.176200,4337.778320,61.235710,380.164490
1.492000E+01,3396.979980,-79.662041,-113.562737,4166.379883,-56.565105,282.512848,3772.210938,18.295443,18.321632,4417.335938,59.521526,380.001862
1.493000E+01,3271.219727,-77.795639,-127.807678,4244.588379,-53.867462,282.448792,3824.960449,29.559177,26.053492,4473.361328,61.393215,356.261963
1.494000E+01,3182.003662,-66.781822,-123.048584,4328.801758,-47.570206,285.847076,3800.077148,51.548382,15.925742,4492.322266,66.578773,317.723541
1.495000E+01,3151.293213,-49.403381,-100.401901,4397.876953,-38.949623,290.874237,3704.396973,78.120415,-7.554181,4469.615234,73.739616,273.984955
1.496000E+01,3187.208496,-29.239937,-65.300713,4434.454590,-29.865667,294.110107,3561.769531,102.103760,-38.946434,4410.857910,80.897202,233.338760
1.497000E+01,3281.131592,-10.166305,-21.781242,4430.062500,-22.789804,297.937195,3406.589355,117.551758,-70.021049,4330.882813,86.411644,207.470871
1.498000E+01,3410.625977,3.358719,19.713991,4385.307129,-19.615160,301.001770,3276.169434,121.396248,-94.327827,4248.908203,88.983749,202.360901
1.499000E+01,3543.725098,7.114654,44.090176,4311.065918,-21.069868,299.482391,3202.043457,113.757057,-109.102074,4184.946777,87.881752,216.481674
1.500000E+01,3647.301758,-0.605252,45.240681,4226.075684,-26.983248,297.078430,3202.233398,96.664139,-109.931023,4154.930176,83.622406,249.680984
1.501000E+01,3695.666748,-18.234453,22.514784,4151.593262,-35.638638,293.086792,3277.301025,73.542908,-96.042450,4166.640137,77.105240,293.158569
1.502000E+01,3677.509033,-40.909328,-16.882753,4105.437500,-44.756012,288.007385,3409.673096,48.888130,-67.211357,4217.174805,69.845459,337.034271
1.503000E+01,3597.787842,-62.101269,-60.094643,4098.760742,-52.278423,284.731415,3567.149170,28.375872,-29.239338,4294.006836,63.636585,371.175293
1.504000E+01,3475.871582,-76.406830,-98.103333,4133.652344,-56.349777,281.816895,3710.502930,17.976595,4.245063,4378.229980,59.799301,383.059753
1.505000E+01,3341.396973,-80.657410,-122.226585,4201.628418,-56.183144,281.319763,3804.026367,21.109507,23.811239,4448.636719,59.517147,371.149811
1.506000E+01,3226.934326,-74.658432,-128.605316,4285.902832,-51.783009,283.104156,3824.531250,37.382294,24.136673,4487.592773,63.000069,339.642975
1.507000E+01,3160.003662,-60.451126,-116.339790,4365.854492,-44.141720,287.512543,3767.762939,62.234943,7.934267,4485.876465,69.358803,296.906891
1.508000E+01,3157.115967,-41.208641,-87.499321,4421.723633,-34.846653,292.338043,3648.196777,88.972191,-22.439842,4444.178223,76.947899,253.324417
1.509000E+01,3219.633301,-20.598764,-46.502018,4439.504395,-26.193516,296.904419,3495.070313,110.106598,-52.489037,4372.780762,83.837181,219.325897
1.510000E+01,3332.861328,-3.027758,-2.291861,4414.455078,-20.441622,300.374420,3345.485352,121.044716,-80.801933,4289.109375,88.339424,202.426453
1.511000E+01,3469.008789,6.908557,32.614742,4352.705566,-19.113810,300.614532,3235.596924,120.058517,-102.328148,4213.634277,89.385223,205.937775
1.512000E+01,3594.114746,5.913856,47.996513,4269.856934,-22.724312,299.026550,3191.949951,108.107269,-111.750740,4165.078613,86.883781,230.816849
1.513000E+01,3676.920898,-6.570309,38.047508,4186.644531,-30.204853,295.292542,3225.646240,87.866776,-106.386406,4155.711914,81.351555,269.938171
1.514000E+01,3697.180908,-27.320681,6.980641,4123.585938,-39.540474,290.594940,3329.068604,63.222332,-85.281631,4188.052246,74.152878,315.534607
1.515000E+01,3650.493408,-50.439186,-35.585213,4095.831299,-48.413567,286.216583,3477.484375,39.311344,-51.098930,4254.072266,66.946007,356.349579
1.516000E+01,3548.539551,-69.560593,-78.545227,4110.388184,-54.709576,282.443604,3634.216064,22.416689,-15.834990,4337.429688,61.363518,379.932251
1.517000E+01,3416.265381,-79.847763,-111.016693,4163.914551,-57.107674,280.913849,3760.050293,17.433981,13.327465,4417.237305,58.888592,380.338928
1.518000E+01,3285.113770,-79.402245,-124.556389,4243.922363,-55.321793,285.924103,3824.378662,25.989193,30.289185,4474.266113,60.532795,361.811279
1.519000E+01,3187.656982,-69.389946,-122.113029,4330.036621,-49.106434,289.067017,3810.072754,46.832813,23.078148,4493.309570,65.548370,322.748077
1.520000E+01,3147.354736,-52.273373,-101.237930,4401.074707,-40.207008,294.671509,3721.603516,73.703224,0.924155,4470.383789,72.971130,278.326904
1.521000E+01,3175.002930,-31.728577,-67.780022,4438.577637,-30.438215,297.231354,3581.637451,99.232368,-31.510302,4410.879883,80.620674,235.808395
1.522000E+01,3263.875488,-11.613793,-24.095928,4434.019531,-22.616133,301.258026,3424.311523,116.699028,-63.509972,4330.076660,86.852226,209.593262
1.523000E+01,3392.675293,3.343700,17.448141,4387.908691,-18.637077,302.694519,3287.815430,122.641731,-91.076996,4247.489746,89.991989,202.702621
1.524000E+01,3529.216064,8.712733,43.717659,4311.874023,-19.611082,300.787598,3205.216553,116.537552,-107.931786,4183.738770,89.316452,216.319931
1.525000E+01,3639.424316,2.256700,47.014996,4225.113770,-25.346647,297.912109,3196.534180,100.374306,-111.538155,4154.612305,85.148613,248.622681
1.526000E+01,3696.302490,-14.663934,27.268064,4148.646484,-34.240810,294.250458,3264.339355,77.307213,-97.914589,4167.119629,78.644905,294.528076
1.527000E+01,3685.902100,-37.549686,-10.132794,4101.543457,-43.960506,289.947937,3392.798096,51.923229,-69.823120,4218.560059,71.038803,340.121826
1.528000E+01,3611.012207,-59.970909,-55.552124,4095.990723,-51.939960,284.033661,3549.836426,30.261274,-34.132092,4296.461426,64.004578,371.924469
1.529000E+01,3490.560547,-75.773956,-94.493347,4132.225586,-56.771282,282.079437,3697.785889,17.805828,1.696063,4381.045410,59.544338,384.713562
1.530000E+01,3353.801270,-81.507408,-121.111183,4202.154785,-57.057770,280.702881,3798.632568,19.035585,22.992201,4450.951172,58.666283,371.416199
1.531000E+01,3233.970459,-76.436752,-128.408905,4288.591309,-52.935596,283.591949,3827.261230,33.978928,26.090916,4488.682129,61.976032,340.020325
1.532000E+01,3160.291260,-62.609699,-117.465324,4369.969727,-45.125202,288.019257,3777.072754,58.601078,11.102101,4485.033203,68.429108,296.299103
1.533000E+01,3151.125000,-43.185375,-89.849983,4425.927246,-35.374817,292.957001,3661.061035,85.941414,-16.201258,4441.142090,76.421547,252.219421
1.534000E+01,3209.281494,-21.963062,-49.727909,4442.342773,-26.103117,297.654694,3508.108398,108.616013,-48.632519,4368.011719,83.884567,218.104126
1.535000E+01,3320.923096,-3.388607,-5.414970,4414.997070,-19.724287,300.641479,3355.615234,121.197075,-78.732994,4283.699707,88.949631,201.517654
1.536000E+01,3458.579834,7.764176,30.983471,4350.636719,-18.007950,301.075378,3240.571289,121.559196,-101.236542,4208.952637,90.431633,205.988861
1.537000E+01,3587.650146,7.783220,47.808105,4265.511230,-21.442444,299.043457,3191.144043,110.491081,-112.118637,4162.468750,88.107918,231.332565
1.538000E+01,3675.572510,-4.161502,39.286129,4181.178711,-29.034685,294.907623,3219.919922,90.603027,-108.518417,4156.154297,82.509369,271.321106
1.539000E+01,3700.768799,-25.007320,9.029381,4118.421387,-38.710777,289.667694,3320.338623,65.607010,-87.233665,4191.661621,75.009697,317.710876
1.540000E+01,3657.437256,-48.846375,-33.612103,4092.691162,-48.070030,285.039185,3468.159180,40.930988,-54.145031,4260.228516,67.283768,357.966705
1.541000E+01,3556.622070,-68.997047,-77.019920,4110.430176,-54.882603,281.516815,3626.742676,22.770821,-17.318995,4344.683594,61.168518,380.650024
1.542000E+01,3423.240479,-80.289146,-110.138657,4167.302734,-57.687275,280.684326,3756.304688,16.415520,13.720613,4423.644531,58.330616,379.994446
1.543000E+01,3289.892090,-80.648087,-127.052559,4249.510742,-55.735470,281.926270,3823.950195,24.493317,27.230459,4477.144043,59.612690,356.163971
1.544000E+01,3188.742432,-70.764259,-123.282074,4337.182617,-49.649330,288.531982,3813.212646,44.834000,23.370445,4492.360840,64.933311,319.108459
1.545000E+01,3145.051270,-53.575623,-103.246178,4407.767578,-40.324890,293.438385,3726.960938,72.085144,0.655693,4465.314941,72.558876,273.106018
1.546000E+01,3170.303467,-32.419426,-67.667816,4443.188477,-30.285288,299.492920,3586.991455,98.348473,-29.711943,4402.661133,80.840569,233.995422
1.547000E+01,3258.819092,-11.617691,-23.867060,4434.509277,-21.963121,303.007782,3428.366699,116.851151,-61.862255,4320.061035,87.483444,208.593170
1.548000E+01,3388.913574,4.000302,16.959295,4383.647949,-17.641714,303.179382,3289.997070,123.627007,-89.893326,4238.090332,90.890701,202.572479
1.549000E+01,3528.145996,10.158201,45.893536,4303.674805,-18.780914,303.847992,3204.738770,118.025673,-106.017303,4176.904785,90.548157,220.643402
1.550000E+01,3641.122803,4.038486,50.415493,4214.752930,-24.752644,300.618652,3194.353516,102.000687,-109.564484,4152.272461,86.389420,255.974854
1.551000E+01,3699.153809,-13.427559,27.691484,4139.783691,-33.846096,293.766754,3262.141357,78.826553,-99.036942,4170.945801,79.252258,299.155884
1.552000E+01,3688.567871,-37.115334,-11.797225,4096.750488,-43.819462,287.313568,3391.578613,52.934177,-71.820557,4227.908691,71.031174,342.665436
1.553000E+01,3612.739258,-60.084499,-55.220974,4095.726563,-52.417965,284.588501,3551.112793,30.166222,-32.686081,4308.649902,63.791416,376.255829
1.554000E+01,3490.166748,-76.327202,-93.282417,4137.676270,-57.513256,283.812256,3700.584717,16.899685,5.153284,4393.246094,59.152771,387.790680
1.555000E+01,3351.008789,-82.212929,-118.762733,4212.805176,-57.820644,283.772797,3801.782471,17.746054,27.377478,4460.148926,58.305977,372.672180
1.556000E+01,3229.843750,-77.083458,-127.616547,4301.651855,-53.183857,284.249695,3829.084961,33.026676,28.386822,4491.939941,61.647449,335.958710
1.557000E+01,3156.084961,-62.840855,-116.899879,4382.227051,-44.849697,288.422913,3776.737305,58.186825,12.378639,4481.420410,68.473312,290.385254
1.558000E+01,3147.945313,-42.749020,-87.396988,4434.679688,-34.740829,295.902374,3658.236572,86.049004,-14.309256,4431.697266,77.024719,248.296371
1.559000E+01,3208.228027,-20.880404,-45.411823,4445.423340,-25.128235,301.746216,3503.039063,109.228737,-46.277714,4354.967773,84.915985,216.782059
1.560000E+01,3322.842041,-1.857943,-1.075117,4411.087402,-18.567875,303.923889,3349.656494,122.154884,-77.227364,4269.945801,90.158363,202.213181
1.561000E+01,3462.943604,9.295056,33.154114,4340.479492,-16.902935,301.928467,3235.869629,122.543457,-101.426834,4198.319824,91.539886,208.307022
1.562000E+01,3593.032227,8.952990,48.188221,4252.072754,-20.693157,298.662842,3189.106934,111.211670,-112.886909,4158.001465,88.945961,235.769333
1.563000E+01,3680.420410,-3.589348,38.664188,4167.792480,-28.818920,294.660370,3221.405762,90.795876,-108.231491,4159.147461,83.060959,278.719574
1.564000E+01,3703.446777,-25.046888,8.653390,4108.415527,-39.146175,291.474396,3325.682129,65.199463,-86.254868,4201.588867,75.277397,327.671631
1.565000E+01,3656.370850,-49.499290,-34.498692,4089.195313,-48.880901,286.764465,3476.599609,39.879856,-51.493069,4275.168945,67.128014,366.718384
1.566000E+01,3551.346191,-69.964737,-77.993141,4114.953125,-55.806316,282.871155,3636.114502,21.400574,-13.583020,4361.160156,60.694736,385.611694
1.567000E+01,3414.660889,-81.131432,-110.423180,4179.411133,-58.417889,281.763031,3763.784180,15.305365,17.050657,4437.456055,57.831928,380.492065
1.568000E+01,3280.020508,-80.938156,-125.646309,4266.418457,-56.118423,284.326233,3827.544189,23.915880,30.743174,4484.719727,59.411686,353.325378
1.569000E+01,3180.626221,-70.414963,-122.784172,4354.106934,-49.175446,287.967468,3811.083984,45.329041,22.953747,4490.985352,64.983650,310.189606
1.570000E+01,3141.278076,-52.308441,-101.415520,4420.170410,-39.262901,293.521027,3719.060059,73.361076,-0.701366,4454.845703,73.191658,264.164856
1.571000E+01,3172.374023,-30.538021,-66.429886,4447.627930,-28.677977,297.485291,3575.383301,100.028015,-33.559486,4385.621094,81.723282,224.895035
1.572000E+01,3266.562744,-9.409635,-22.927902,4429.693359,-20.308931,300.693207,3415.736816,118.395348,-67.056358,4300.764648,88.495781,202.883759
1.573000E+01,3400.524170,6.107713,18.512413,4370.870605,-16.428488,302.162231,3279.412109,124.552429,-93.572517,4221.458984,91.839012,202.331757
1.574000E+01,3540.307129,11.267382,43.906071,4286.106934,-18.001823,299.993103,3200.105225,118.222366,-110.621147,4167.726563,90.978645,222.540466
1.575000E+01,3650.595703,3.847087,45.435490,4196.859375,-24.658707,296.808746,3197.411133,101.377060,-113.705338,4153.063477,86.326332,261.113678
1.576000E+01,3703.552734,-14.653871,22.559975,4125.437988,-34.439377,291.719238,3272.668213,77.310059,-99.392868,4181.409668,78.922211,308.406952
1.577000E+01,3685.888916,-39.168919,-18.075554,4090.084473,-44.788200,285.524658,3407.909912,51.068466,-72.312744,4246.022461,70.274567,350.356232
1.578000E+01,3602.741211,-62.418736,-62.238304,4099.360352,-53.362995,281.773438,3569.376953,28.400534,-32.060581,4330.241699,62.721859,378.833008
1.579000E+01,3474.906494,-78.065933,-97.685776,4151.098145,-58.300716,282.937775,3716.596924,15.843621,6.949621,4412.877930,58.328884,386.917053
1.580000E+01,3333.976807,-82.845161,-119.827431,4232.964355,-58.215302,285.850708,3811.574219,17.770048,30.450060,4472.766602,58.005135,367.831970
1.581000E+01,3215.079346,-76.389107,-124.261421,4324.130859,-52.925468,289.112762,3829.657227,34.326294,31.730543,4494.320313,62.163017,329.582153
1.582000E+01,3147.657227,-60.917141,-110.462105,4401.170410,-43.712109,293.571930,3767.076904,60.728817,13.862656,4472.529785,69.696739,282.779449
1.583000E+01,3149.285400,-39.988594,-82.052605,4443.867188,-32.694744,296.481049,3640.454834,89.260445,-15.908782,4412.687500,78.514221,238.126007
1.584000E+01,3219.447754,-17.698753,-40.534279,4442.376953,-22.946852,300.897461,3481.731689,112.156807,-50.928284,4330.618164,86.497391,209.461411
1.585000E+01,3341.245605,1.168200,5.204232,4396.780273,-17.018337,305.036865,3329.889404,123.908615,-80.540230,4246.441895,91.632370,202.091904
1.586000E+01,3484.162842,11.256690,38.136082,4318.087891,-16.277447,303.318939,3222.940918,122.851273,-103.204910,4181.453125,92.507156,213.968811
1.587000E+01,3611.481934,9.005253,48.586567,4226.967773,-20.997007,298.224884,3187.281982,110.024590,-113.703682,4152.392090,89.151314,245.395401
1.588000E+01,3691.043701,-5.550591,34.610245,4146.305176,-29.941862,293.187408,3231.873291,88.288010,-107.197021,4166.471680,82.501320,290.522430
1.589000E+01,3702.882080,-28.633572,0.052436,4096.316895,-40.608765,287.614868,3346.428955,61.934639,-84.269325,4220.420410,73.953926,336.813568
1.590000E+01,3644.433594,-53.549843,-44.240410,4089.566650,-50.371296,282.890869,3502.641602,36.665833,-48.247974,4300.603027,65.507904,371.675781
1.591000E+01,3530.769287,-73.249222,-85.972641,4127.824707,-56.931892,279.762085,3660.916504,19.178867,-9.044907,4386.388672,59.321640,385.340424
1.592000E+01,3390.362549,-82.820335,-115.632050,4201.617676,-58.855850,280.253937,3780.741699,15.046216,19.598831,4455.729492,57.109062,373.926483
1.593000E+01,3258.066650,-80.731087,-128.083817,4292.451172,-55.527908,283.102997,3831.509033,26.062672,29.452356,4490.931152,59.530861,340.583252
1.594000E+01,3166.780762,-68.380394,-121.592094,4377.298828,-47.575466,287.219635,3800.622070,49.330673,19.317970,4483.213379,66.028679,295.526825
1.595000E+01,3139.562256,-48.917236,-97.192917,4434.360352,-36.993862,293.853363,3696.586426,78.119560,-6.126084,4434.743652,74.852325,250.451187
1.596000E+01,3183.710938,-26.347116,-58.898907,4449.018066,-26.242571,298.583374,3546.016113,104.235275,-38.518524,4357.911621,83.659363,216.069611
1.597000E+01,3288.751953,-5.348698,-14.537158,4417.333008,-18.332422,301.786957,3386.641846,121.179970,-72.419914,4272.039551,90.145988,199.560806
1.598000E+01,3428.555420,9.059125,26.415260,4347.299805,-15.509953,303.747925,3257.708740,125.293648,-96.932831,4198.485352,92.964615,206.980820
1.599000E+01,3567.522949,12.258628,49.713650,4256.685547,-18.452059,302.698730,3191.275635,116.826569,-110.357216,4155.988281,91.460884,235.522980
1.600000E+01,3669.433838,2.130085,44.493164,4169.359863,-26.085196,296.247101,3204.930908,98.069862,-110.390099,4156.261719,85.802910,276.646729
1.601000E+01,3708.517090,-18.736813,15.414321,4107.463379,-36.493248,289.409393,3295.583740,72.793144,-95.248329,4199.313965,77.460190,322.660431
1.602000E+01,3675.774658,-44.090134,-26.199465,4085.837158,-47.116604,284.997070,3440.873047,45.919117,-61.906956,4273.776855,68.578888,363.715729
1.603000E+01,3579.681152,-66.668823,-68.862030,4110.129395,-55.425190,283.536957,3604.466309,24.171041,-20.974382,4360.885742,61.280388,387.574921
1.604000E+01,3444.019287,-80.676727,-103.762253,4175.254395,-59.294262,283.154633,3744.080811,14.085597,14.376207,4438.527832,57.281044,384.049805
1.605000E+01,3303.307861,-83.093361,-124.267418,4264.254883,-57.671188,283.307587,3823.219971,19.554632,30.045176,4485.917969,57.854637,354.610138
1.606000E+01,3192.466064,-74.189552,-125.454300,4354.440918,-51.034580,286.466248,3822.577637,39.069221,26.264048,4491.556641,63.102005,311.052002
1.607000E+01,3139.198975,-56.728951,-107.612595,4422.913574,-40.891346,292.279053,3742.935791,67.012344,5.587221,4454.390625,71.522469,264.276703
1.608000E+01,3157.328125,-34.540009,-74.100502,4451.990723,-29.604410,297.552948,3604.925293,95.385582,-25.641195,4383.952148,80.816917,224.999054
1.609000E+01,3242.880615,-12.089810,-30.882299,4434.104980,-20.167974,301.253326,3443.393555,116.580017,-59.732517,4298.071289,88.561226,202.053909
1.610000E+01,3374.608887,5.479768,11.942765,4373.822266,-15.179829,302.429016,3298.628418,125.802551,-89.447456,4218.421875,92.883469,200.847229
1.611000E+01,3518.973389,13.094728,41.182030,4286.673340,-15.971502,300.483459,3206.631348,121.926804,-109.438194,4165.236328,92.796921,221.166214
1.612000E+01,3638.875977,7.749400,47.127548,4194.968262,-22.279337,296.634247,3190.588135,106.554497,-115.365150,4152.285156,88.510094,260.231720
1.613000E+01,3703.539063,-9.820338,27.002708,4122.109863,-32.261501,291.173401,3255.180420,82.939156,-104.734848,4183.178223,80.947083,307.989014
1.614000E+01,3696.965820,-34.542137,-10.213568,4086.252930,-43.408844,286.796875,3384.998779,55.589638,-75.840767,4250.019043,71.958069,353.879028
1.615000E+01,3621.076904,-59.246052,-54.090649,4096.675293,-52.995701,283.966003,3547.488770,30.887917,-36.244720,4335.887207,63.613720,383.843079
1.616000E+01,3495.023926,-77.208275,-94.001732,4151.414551,-58.607983,281.541809,3700.582520,15.822483,2.185905,4418.682129,57.935612,386.617493
1.617000E+01,3351.042236,-84.008667,-120.517319,4236.258301,-58.919983,281.015442,3804.469727,15.574341,25.551569,4476.291504,56.784019,363.836823
1.618000E+01,3225.039063,-78.774857,-127.173973,4329.559082,-54.000492,285.637177,3833.206299,30.426702,30.624739,4494.490723,60.704922,325.172974
1.619000E+01,3148.327393,-63.706207,-113.629616,4407.891113,-44.793465,293.197235,3779.697754,56.257706,17.384785,4469.073730,68.533585,279.988617
1.620000E+01,3140.962891,-42.444183,-84.222961,4450.313477,-33.309254,299.155182,3657.637451,85.879860,-11.722674,4406.152832,78.017250,237.188080
1.621000E+01,3205.604248,-19.250771,-43.949280,4445.543457,-22.640173,302.591553,3498.794189,110.724510,-46.319870,4321.665527,86.726662,208.148575
1.622000E+01,3325.985352,1.002030,1.958460,4395.440918,-15.939166,306.313324,3342.601563,124.638504,-77.355423,4237.241699,92.631790,201.938751
1.623000E+01,3471.583496,12.636533,36.270267,4312.487793,-14.685805,303.807556,3228.699707,125.359161,-102.071739,4174.637207,94.064972,215.448395
1.624000E+01,3604.543945,11.661569,49.077168,4218.679199,-19.337854,298.720428,3185.568604,113.589333,-114.724556,4150.181152,90.934395,248.764236
1.625000E+01,3690.854004,-2.390553,36.472679,4137.744141,-28.530010,292.962860,3224.121338,92.137512,-110.458054,4169.951172,84.060066,294.512024
1.626000E+01,3708.532715,-25.859062,2.610743,4090.207031,-39.725124,286.915100,3335.533203,65.197418,-88.484032,4229.200195,74.988068,340.983887
1.627000E+01,3653.526367,-51.890915,-42.047325,4088.095459,-50.140949,281.614716,3492.055908,38.614491,-52.487362,4312.688965,65.801353,374.543335
1.628000E+01,3540.106689,-72.953163,-84.108559,4132.108398,-57.403713,279.623047,3653.823730,19.318687,-11.629593,4398.823242,58.938274,386.218384
1.629000E+01,3397.034424,-83.718987,-114.815926,4211.409668,-59.626732,279.713837,3778.548584,13.549262,19.167791,4465.077148,56.238369,371.094147
1.630000E+01,3260.614990,-82.225121,-127.787071,4305.470703,-56.212189,282.518341,3833.832520,23.645664,31.105822,4494.137695,58.672417,335.728424
1.631000E+01,3165.312012,-69.840622,-121.925453,4389.829102,-47.898514,287.897736,3805.810547,46.999702,21.569452,4478.744141,65.528992,289.454346
1.632000E+01,3135.053711,-49.871681,-97.737007,4443.099121,-36.669613,294.601776,3702.700928,76.531937,-2.560080,4423.399902,74.960915,245.166138
1.633000E+01,3178.101563,-26.530527,-59.864513,4451.200684,-25.282076,299.437958,3551.117920,103.951225,-36.253017,4342.217285,84.335815,211.820099
1.634000E+01,3284.157227,-4.652882,-15.510708,4411.878418,-16.919329,302.248413,3389.455566,122.052826,-70.507675,4255.811035,91.316940,197.790253
1.635000E+01,3426.287842,10.349066,24.397358,4335.451660,-13.856618,301.802887,3258.338379,126.986900,-96.739677,4186.263184,94.301025,207.168274
1.636000E+01,3567.867188,13.665654,45.917992,4241.690918,-16.928669,298.997772,3190.703125,118.945732,-113.262321,4151.482910,92.623512,237.244431
1.637000E+01,3672.125732,3.436574,41.982479,4154.770020,-25.083179,293.465271,3203.978516,100.070404,-114.407043,4160.752930,86.749947,281.687042
1.638000E+01,3712.200439,-17.939350,14.053757,4097.018066,-36.147118,287.643707,3295.475586,74.113472,-97.611427,4211.990723,78.017059,329.852203
1.639000E+01,3678.188965,-44.249523,-28.328709,4083.163086,-47.306641,282.964661,3442.498535,46.454754,-64.848907,4292.000000,68.408264,367.633148
1.640000E+01,3579.273926,-67.777542,-72.597847,4116.851563,-55.780476,279.175201,3607.498047,24.039762,-24.851923,4379.870117,60.428452,384.748901
1.641000E+01,3440.843994,-82.113640,-107.276283,4189.474609,-59.742096,279.706879,3747.603027,13.496448,11.217399,4452.584473,56.328812,376.840149
1.642000E+01,3297.901855,-84.286041,-125.900879,4282.631348,-57.943718,281.922974,3826.230225,18.778542,29.581684,4491.328125,57.307987,345.949768
1.643000E+01,3186.506348,-74.755394,-125.346245,4372.392090,-50.789383,286.781708,3823.243896,38.745731,26.861675,4486.244629,63.134209,301.428741
1.644000E+01,3135.023682,-56.445763,-106.405022,4435.371582,-39.838833,291.922180,3740.033447,67.568932,5.906352,4438.861328,72.188049,254.912689
1.645000E+01,3157.011719,-33.358967,-72.041939,4455.047852,-27.965702,297.380463,3598.451660,96.998306,-28.657833,4361.460449,82.022461,218.107910
1.646000E+01,3247.521729,-10.183371,-28.369404,4426.071289,-18.368889,300.673889,3434.833252,118.573364,-61.668083,4273.830078,90.003288,199.175201
1.647000E+01,3383.831055,7.654138,14.758685,4356.083984,-13.774340,303.096130,3290.192383,127.704681,-90.663231,4198.246582,94.325462,203.371506
1.648000E+01,3530.837646,14.822249,42.902905,4263.056641,-15.200786,300.577057,3201.211914,123.301720,-110.364502,4154.303223,94.012268,229.588791
1.649000E+01,3649.925049,8.307781,46.175369,4171.458496,-22.311018,295.767731,3190.957031,107.075821,-116.302055,4153.904297,89.110977,271.834106
1.650000E+01,3709.977539,-10.722393,23.771303,4105.217773,-33.020603,289.451172,3262.467773,82.411507,-105.114449,4197.510254,80.739555,319.728668
1.651000E+01,3696.095459,-36.763664,-15.966133,4080.988037,-44.549297,283.304657,3398.018555,54.068394,-73.800339,4273.704590,70.932762,361.631958
1.652000E+01,3612.440674,-62.078823,-60.782772,4104.863281,-54.179516,279.722015,3563.174805,29.179455,-35.345852,4362.507324,62.114765,384.939484
1.653000E+01,3480.479248,-79.649582,-99.462532,4171.097168,-59.557297,278.581757,3715.072998,14.543342,2.726748,4440.800293,56.541786,380.897217
1.654000E+01,3333.836182,-85.272705,-122.587067,4262.913574,-59.296616,280.751312,3813.697266,15.240342,27.117569,4488.025879,56.111782,354.162659
1.655000E+01,3209.232910,-78.443146,-124.220306,4357.235352,-53.594639,289.786591,3833.877197,31.411659,33.630497,4492.659180,61.127007,315.089813
1.656000E+01,3138.812988,-61.933109,-109.286308,4428.729980,-43.151154,296.051758,3770.214600,58.900379,17.001324,4453.163086,69.753014,267.412689
1.657000E+01,3140.973633,-39.361053,-77.673584,4458.545898,-30.950422,302.723816,3639.600098,89.368294,-13.008755,4379.746582,79.981979,228.046509
1.658000E+01,3215.879395,-15.474057,-36.220905,4438.721191,-20.107962,305.287598,3476.522217,114.198891,-49.310863,4291.356445,88.883286,203.621567
1.659000E+01,3344.777344,4.565075,7.748812,4374.416504,-13.887323,306.570129,3322.200439,127.132919,-81.328102,4210.682617,94.486725,203.179810
1.660000E+01,3494.280762,15.183338,41.657269,4282.597168,-13.887050,305.410461,3215.269287,126.260597,-103.958656,4158.660645,95.456322,225.727036
1.661000E+01,3625.033447,12.201508,50.745533,4187.582520,-19.797375,299.315216,3183.468018,112.763832,-114.465645,4149.399414,91.461128,264.431030
1.662000E+01,3702.787842,-4.406169,32.135639,4114.177246,-29.929987,290.848511,3235.478027,89.638435,-108.826355,4185.650879,83.437889,310.555145
1.663000E+01,3708.320801,-29.659458,-4.302835,4080.286865,-41.800056,285.094543,3358.233398,61.437618,-84.147316,4257.427734,73.536682,355.149414
1.664000E+01,3640.689209,-56.069080,-47.834335,4094.527832,-52.516163,282.820679,3521.026855,34.398701,-45.122623,4346.197266,64.167946,385.709778
1.665000E+01,3516.947266,-76.295494,-87.741386,4154.322266,-59.372723,282.541199,3681.477783,15.887652,-1.970292,4429.176758,57.489693,389.239960
1.666000E+01,3369.155762,-85.344917,-117.024483,4244.106445,-60.368725,281.405579,3796.572266,12.462779,25.375580,4483.638184,55.452942,363.509674
1.667000E+01,3235.171631,-81.548660,-127.050247,4340.250000,-55.513813,284.819611,3837.048340,25.438950,32.888725,4495.841797,59.027130,321.295807
1.668000E+01,3148.926025,-66.949669,-117.497200,4417.978027,-45.767490,290.612946,3792.899414,51.125877,20.267042,4463.114746,67.066299,273.135681
1.669000E+01,3132.717285,-45.228756,-90.261757,4456.868652,-33.523159,297.085693,3676.079102,81.973030,-7.870698,4394.062988,77.295509,230.734131
1.670000E+01,3191.312012,-20.911715,-50.209217,4446.577637,-21.988419,301.727142,3517.025146,109.068817,-42.973686,4306.482422,86.932693,203.621490
1.671000E+01,3310.151367,0.753758,-5.683637,4389.770996,-14.375214,303.516418,3356.538086,125.450424,-76.755959,4222.940918,93.561562,198.189957
